AKUN/DESKRIPSI,TANGGAL,DESKRIPSI KEGIATAN,REALISASI (RP)
"612414101/BBM ,TOL, PARKIR",10/06/2022,BBM MOBIL DINAS ,257644
"612414101/BBM ,TOL, PARKIR",13/06/2022,BBM MOBIL DINAS,400000
"612414101/BBM ,TOL, PARKIR",13/06/2022,BBM MOBIL DINAS,450000
"612414101/BBM ,TOL, PARKIR",13/06/2022,BBM MOBIL DINAS,400000
"612414101/BBM ,TOL, PARKIR",15/06/2022,BBM MOTOR DINAS,30000
612403103/RMH TANGGA,06/06/2022,PEMB TERMOS JUMBO KOPI/TEH,420000
612412101/BIAYA JAMUAN KANTOR,06/06/2022,JAMUAN INTERNAL R.RAPAT,213120
612412101/BIAYA JAMUAN KANTOR,06/06/2022,JAMUAN INTERNAL R.RAPAT,105450
612412101/BIAYA JAMUAN KANTOR,06/06/2022,JAMUAN INTERNAL R.RAPAT,212000
612412101/BIAYA JAMUAN KANTOR,10/06/2022,JAMUAN INTERNAL,255000
612409101/BBN PJK ASSET KENDARAAN,03/06/2022,PEMB PAJAK MOBIL DINAS ,4788900
612409101/BBN PJK ASSET KENDARAAN,06/06/2022,PEMB PAJAK MOTOR DINAS ,281800
612409101/BBN PJK ASSET KENDARAAN,06/06/2022,PEMB PAJAK MOTOR DINAS ,281800
"612414101/BBM ,TOL, PARKIR",16/06/2022,BBM MOBIL DINAS ,200000
"612414101/BBM ,TOL, PARKIR",20/06/2022,BBM MOTOR DINAS,41300
"612414101/BBM ,TOL, PARKIR",20/06/2022,BBM MOTOR DINAS F 3428 ERH,20000
"612414101/BBM ,TOL, PARKIR",20/06/2022,BBM GENSET KC BOGOR,259000
"612414101/BBM ,TOL, PARKIR",21/06/2022,BBM MOBIL DINAS,400000
"612414101/BBM ,TOL, PARKIR",22/06/2022,BBM MOBIL DINAS,350000
"612414101/BBM ,TOL, PARKIR",22/06/2022,BBM GENSET UNIT LAYANAN DEPOK,350000
"612414101/BBM ,TOL, PARKIR",23/06/2022,BBM MOTOR DINAS,25000
"612414101/BBM ,TOL, PARKIR",23/06/2022,BBM MOBIL DINAS,200000
"612414101/BBM ,TOL, PARKIR",24/06/2022,BBM MOBIL DINAS,400000
"612414101/BBM ,TOL, PARKIR",24/06/2022,BBM MOBIL DINAS,250000
"612414101/BBM ,TOL, PARKIR",21/06/2022,TOL MOBIL DINAS   : SENTUL BARAT,14000
"612414101/BBM ,TOL, PARKIR",21/06/2022,TOL MOBIL DINAS   ,21000
"612414101/BBM ,TOL, PARKIR",22/06/2022,TOL MOBIL DINAS   ,7000
"612414101/BBM ,TOL, PARKIR",22/06/2022,TOL MOBIL DINAS   ,21000
"612414101/BBM ,TOL, PARKIR",23/06/2022,TOL MOBIL DINAS   : SENTUL BARAT,14000
"612414101/BBM ,TOL, PARKIR",23/06/2022,TOL MOBIL DINAS   : SENTUL SELATAN,7000
"612414101/BBM ,TOL, PARKIR",23/06/2022,TOL MOBIL DINAS   ,7000
"612414101/BBM ,TOL, PARKIR",23/06/2022,TOL MOBIL DINAS   ,7000
612408101/BBN PEM KTR,20/06/2022,PEMB SET ALAT PERLENGKAPAN SHOWER & KRAN TOILET LT.1,270000
612412101/BIAYA JAMUAN KANTOR,08/06/2022,JAMUAN INTERNAL,78000
612412101/BIAYA JAMUAN KANTOR,12/06/2022,JAMUAN INTERNAL,130000
612412101/BIAYA JAMUAN KANTOR,15/06/2022,JAMUAN INTERNAL,66000
612412101/BIAYA JAMUAN KANTOR,17/06/2022,JAMUAN INTERNAL,43000
612412101/BIAYA JAMUAN KANTOR,20/06/2022,JAMUAN INTERNAL,64000
612412101/BIAYA JAMUAN KANTOR,20/06/2022,JAMUAN INTERNAL,80000
612412101/BIAYA JAMUAN KANTOR,21/06/2022,JAMUAN INTERNAL,48000
612412101/BIAYA JAMUAN KANTOR,21/06/2022,JAMUAN INTERNAL,34000
612412101/BIAYA JAMUAN KANTOR,22/06/2022,JAMUAN INTERNAL,42000
612412101/BIAYA JAMUAN KANTOR,22/06/2022,JAMUAN INTERNAL,73000
612412101/BIAYA JAMUAN KANTOR,23/06/2022,JAMUAN INTERNAL,97000
612412101/BIAYA JAMUAN KANTOR,24/06/2022,JAMUAN INTERNAL (PARCEL KARY COVID),250000
612412101/BIAYA JAMUAN KANTOR,24/06/2022,JAMUAN INTERNAL,50000
612412101/BIAYA JAMUAN KANTOR,24/06/2022,JAMUAN INTERNAL,44000
612403103/RMH TANGGA,23/06/2022,PEMB AQUA GALON AIR MINUM KARYAWAN KC BOGOR,258400
612413102/BEBAN PERAYAAN,06/06/2022,PEMB AQUA GELAS KEG VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,180000
612413102/BEBAN PERAYAAN,06/06/2022,JAMUAN PERTANDINGAN VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,600000
612413102/BEBAN PERAYAAN,07/06/2022,JAMUAN PERTANDINGAN VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,230000
612413102/BEBAN PERAYAAN,08/06/2022,JAMUAN PERTANDINGAN VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,700000
612413102/BEBAN PERAYAAN,09/06/2022,JAMUAN PERTANDINGAN VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,250000
612413102/BEBAN PERAYAAN,10/06/2022,JAMUAN PERTANDINGAN VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,50000
612413102/BEBAN PERAYAAN,14/06/2022,JAMUAN PERTANDINGAN VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,200000
612413102/BEBAN PERAYAAN,16/06/2022,JAMUAN PERTANDINGAN VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,750000
612413102/BEBAN PERAYAAN,17/06/2022,JAMUAN PERTANDINGAN VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,700000
612413102/BEBAN PERAYAAN,17/06/2022,PEMB AQUA GELAS KEG VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,120000
612413102/BEBAN PERAYAAN,21/06/2022,JAMUAN PERTANDINGAN VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,200000
612413102/BEBAN PERAYAAN,21/06/2022,JAMUAN PERTANDINGAN VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,500000
612413102/BEBAN PERAYAAN,23/06/2022,JAMUAN PERTANDINGAN VOLLEYBALL EXECUTIVE TOURNAMENT DALAM RANGKA HUT KE-59,100000
612413102/BEBAN PERAYAAN,03/06/2022,CETAK BANNER PERTANDINGAN HUT,220000
612413102/BEBAN PERAYAAN,15/06/2022,PEMB KERTAS FLIPCHART SCOREBOARD,35000
612413102/BEBAN PERAYAAN,23/06/2022,PEMB BANNER STEROFOAM JUARA PERTANDINGAN,140000
612402101/BEBAN BYA KIRIM,06/07/2022,PEMB TAGIHAN JNE PENGIRIMAN MESIN SCANNER FUJITSU KE KC MALANG,2046054
612201102/BBN BYA PUBLIKASI,30/06/2022,PEMB PUBLIKASI RADAR SUKABUMI PENGUMUMAN PEMBAYARAN GAJI KE-13 TAHUN 2022,1500000
"612414101/BBM ,TOL, PARKIR",27/06/2022,BBM MOTOR DINAS,25000
"612414101/BBM ,TOL, PARKIR",27/06/2022,BBM MOBIL DINAS ,250000
"612414101/BBM ,TOL, PARKIR",27/06/2022,BBM MOBIL DINAS,200000
"612414101/BBM ,TOL, PARKIR",28/06/2022,BBM MOBIL DINAS,200000
"612414101/BBM ,TOL, PARKIR",01/07/2022,BBM MOTOR DINAS,20000
"612414101/BBM ,TOL, PARKIR",30/06/2022,BBM MOTOR DINAS ,20000
"612414101/BBM ,TOL, PARKIR",01/07/2022,BBM MOBIL DINAS,400000
"612414101/BBM ,TOL, PARKIR",05/07/2022,BBM MOTOR DINAS,25000
"612414101/BBM ,TOL, PARKIR",05/07/2022,BBM MOTOR DINAS,20000
"612414101/BBM ,TOL, PARKIR",07/07/2022,BBM MOTOR DINAS,20000
612403103/RMH TANGGA,06/06/2022,"PEMB MANGKOK,PIRING ,SENDOK,GARPU & GELAS PLASTIK",417000
612403103/RMH TANGGA,08/06/2022,PEMB MANGKOK&SENDOK PLASTIK,44000
612403103/RMH TANGGA,21/06/2022,PEMB SENDOK DAN MANGKOK PLASTIK,92000
612403103/RMH TANGGA,27/06/2022,PEMB GULA,54000
612403103/RMH TANGGA,28/06/2022,PEMB MATERAI,500000
612403103/RMH TANGGA,01/07/2022,PEMB AQUA GALON AIR MINUM KARYAWAN,209950
612401102/BEBAN FOTOCOPY,29/06/2022,JILID & LAMINATING PKS RSUD CIBINONG,22000
612401102/BEBAN FOTOCOPY,01/07/2022,"JILID & LAMINATING PKS( BRI,MANTAP,KOPKAR ) LAP KEUANGAN PKBL BULAN JUNI",88000
"612403101/TELPON,INTERNET,FASIMILI",04/07/2022,PEMB PULSA AO KC BOGOR BULAN JULI 2022,250000
"612403101/TELPON,INTERNET,FASIMILI",04/07/2022,PEMB PULSA AO UNIT DEPOK BULAN JULI 2022,250000
"612403101/TELPON,INTERNET,FASIMILI",14/07/2022,PEMB PDAM RUMAH DINAS DEPOK PERIODE APRIL-JUNI 2022,154800
"612403101/TELPON,INTERNET,FASIMILI",14/07/2022,BIAYA ADMINISTRASI,2500
612412101/BIAYA JAMUAN KANTOR,06/06/2022,JAMUAN INTERNAL R.RAPAT,89910
612412101/BIAYA JAMUAN KANTOR,24/06/2022,JAMUAN INTERNAL KEG PELATIHAN TANGGAP DARURAT DAN K3 TANGGAL 25 JUNI 2022,294000
612412101/BIAYA JAMUAN KANTOR,25/06/2022,JAMUAN INTERNAL,180000
612412101/BIAYA JAMUAN KANTOR,26/06/2022,JAMUAN INTERNAL,697000
612412101/BIAYA JAMUAN KANTOR,28/06/2022,JAMUAN INTERNAL,160000
612412101/BIAYA JAMUAN KANTOR,04/07/2022,JAMUAN INTERNAL R.RAPAT,33500
612412101/BIAYA JAMUAN KANTOR,02/07/2022,JAMUAN INTERNAL,154000
612412101/BIAYA JAMUAN KANTOR,04/07/2022,JAMUAN INTERNAL,56000
612412101/BIAYA JAMUAN KANTOR,05/07/2022,JAMUAN INTERNAL,70000
612408103/PEMELIHARAAN/PERBAIKAN KENDARAAAN,30/06/2022,PEMB PENGGANTIAN BAN DALAM MOTOR DINAS ,60000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,25/06/2022,CETAK BANNER PUBILKASI MEDIA LUAR RUANG PEMDA & INSTANSI WILAYAH KERJA TASPEN KC BOGOR,900000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,07/07/2022,CETAK BANNER PUBILKASI MEDIA LUAR RUANG PEMDA & INSTANSI WILAYAH KERJA TASPEN KC BOGOR,650000
612408101/BBN PEM KTR,05/07/2022,PEMB KLEP BAK KONTROL HYDRANT UNIT DEPOK,200000
612408101/BBN PEM KTR,06/07/2022,PEMB ALAT KEBERSIHAN KANTOR ,1300000
612408101/BBN PEM KTR,06/07/2022,PEMB OBAT-OBATAN KEBERSIHAN KANTOR,1951750
"612414101/BBM,TOL,PARKIR",05/07/2022,BBM MOBIL DINAS,350000
"612414101/BBM,TOL,PARKIR",06/07/2022,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",06/07/2022,BBM MOBIL DINAS ,650000
"612414101/BBM,TOL,PARKIR",06/07/2022,BBM MOBIL DINAS,400000
"612414101/BBM,TOL,PARKIR",06/07/2022,BBM MOBIL DINAS,600000
"612414101/BBM,TOL,PARKIR",06/07/2022,BBM MOBIL DINAS,450000
"612414101/BBM,TOL,PARKIR",07/07/2022,BBM MOBIL DINAS,298893
"612414101/BBM,TOL,PARKIR",08/07/2022,BBM MOTOR DINAS ,25000
"612414101/BBM,TOL,PARKIR",12/07/2022,BBM MOTOR DINAS,25000
"612414101/BBM,TOL,PARKIR",12/05/2022,BBM MOBIL DINAS,300000
"612414101/BBM,TOL,PARKIR",13/07/2022,BBM MOBIL DINAS ,100000
"612414101/BBM,TOL,PARKIR",13/07/2022,BBM MOBIL DINAS,400000
"612414101/BBM,TOL,PARKIR",14/07/2022,BBM MOTOR DINAS,25000
612403103/BBN RMH TANGGA,06/07/2022,"KOPI,GULA,TEH",445200
612403103/BBN RMH TANGGA,06/07/2022,PEMB BENDERA MERAH-PUTIH,250000
612403103/BBN RMH TANGGA,06/07/2022,PEMB STEMPEL KANTOR UNIT LAYANAN DEPOK,65000
612403103/BBN RMH TANGGA,13/07/2022,PEMB BATERAI,53100
612403103/BBN RMH TANGGA,19/07/2022,"PEMB OBAT"" P3K LT.2",17000
612412101/BIAYA JAMUAN KANTOR,07/07/2022,JAMUAN INTERNAL,192000
612412101/BIAYA JAMUAN KANTOR,07/07/2022,JAMUAN INTERNAL,88000
612412101/BIAYA JAMUAN KANTOR,06/07/2022,JAMUAN INTERNAL R.RAPAT,222000
612412101/BIAYA JAMUAN KANTOR,11/07/2022,JAMUAN INTERNAL R.RAPAT,129000
612412101/BIAYA JAMUAN KANTOR,11/07/2022,JAMUAN INTERNAL R.RAPAT,43000
612412101/BIAYA JAMUAN KANTOR,13/07/2022,JAMUAN INTERNAL,262501
612412101/BIAYA JAMUAN KANTOR,15/07/2022,JAMUAN INTERNAL,50000
612412101/BIAYA JAMUAN KANTOR,15/07/2022,JAMUAN INTERNAL,155000
612412101/BIAYA JAMUAN KANTOR,18/07/2022,JAMUAN INTERNAL,132000
612408103/BBN PEM KNDRAAN,06/07/2022,"PEMB OLI,WASHRE DRAIN PLUG 12 MM MOTOR DINAS ",51000
612408103/BBN PEM KNDRAAN,06/07/2022,JASA SERVICE MOTOR DINAS ,95000
612408103/BBN PEM KNDRAAN,06/07/2022,"PEMB GASKET, OIL BRAKE,CHAMBER CLEAN,DLL MOBIL DINAS  ",873910
612408103/BBN PEM KNDRAAN,06/07/2022,JASA SERVICE MOBIL DINAS  ,815295
612408103/BBN PEM KNDRAAN,11/07/2022,"PEMB INJECTOR CLEANNER,SPX1 0,8L MOTOR DINAS ",111000
612408103/BBN PEM KNDRAAN,11/07/2022,JASA SERVICE MOTOR DINAS ,85000
612408103/BBN PEM KNDRAAN,11/07/2022,"PEMB SPX1 0,8L, PAD SET FR MOTOR DINAS",118000
612408103/BBN PEM KNDRAAN,11/07/2022,JASA SERVICE MOTOR DINAS,105000
612408103/BBN PEM KNDRAAN,13/07/2022,"PEMB CATALYTIC SYSTEM CLEANER,BRAKE CALLIPER,DLL MOBIL DINAS ",1180219
612408103/BBN PEM KNDRAAN,13/07/2022,JASA SERVICE MOBIL DINAS ,859140
"612414101/BBM,TOL,PARKIR",19/07/2022,BBM MOTOR DINAS ,20000
"612414101/BBM,TOL,PARKIR",20/07/2022,BBM MOBIL DINAS ,100000
"612414101/BBM,TOL,PARKIR",20/07/2022,BBM MOBIL DINAS,450000
"612414101/BBM,TOL,PARKIR",20/07/2022,BBM MOBIL DINAS,400000
"612414101/BBM,TOL,PARKIR",20/07/2022,BBM MOBIL DINAS,350000
"612414101/BBM,TOL,PARKIR",21/07/2022,BBM MOBIL DINAS ,300000
612403103/BBN RMH TANGGA,30/06/2022,AQUA GALON AIR MINUM KARYAWAN UNIT LAY.DEPOK,342000
612403103/BBN RMH TANGGA,30/06/2022,AQUA GALON AIR MINUM KARYAWAN UNIT LAY.DEPOK,304000
612403103/BBN RMH TANGGA,12/07/2022,AQUA GALON AIR MINUM KARYAWAN KC BOGOR,323000
612403103/BBN RMH TANGGA,20/07/2022,AQUA GALON AIR MINUM KARYAWAN KC BOGOR,193800
612403103/BBN RMH TANGGA,21/07/2022,AQUA GALON AIR MINUM KARYAWAN KC BOGOR,215000
612403103/BBN RMH TANGGA,27/07/2022,AQUA GALON AIR MINUM KARYAWAN KC BOGOR,242250
612408101/BBN PEM KTR,11/07/2022,PEMB HIT OBAT SEMPROT NYAMUK&SERANGGA UNIT DEPOK,89700
612408101/BBN PEM KTR,15/07/2022,PEMB GUNTING TAMAN UNIT LAYANAN DEPOK,125000
612408101/BBN PEM KTR,18/07/2022,PEMB PERLENGKAPAN CAT PENANDA PARKIR MOBIL KC BOGOR,194000
612408101/BBN PEM KTR,18/07/2022,PEMB TRAFFIC CONE PEMBATAS PARKIR KENDARAAN,1200000
612408101/BBN PEM KTR,21/07/2022,PEMB LAMPU R.LAYANAN LT1 KC BOGOR & R.LAYANAN UNIT DEPOK,812500
612401102/BEBAN FOTOCOPY,18/07/2022,JILID LAP KEUANGAN KC BOGOR & UNIT LAYANAN DEPOK BULAN JUNI 2022,80000
"612403101/TELPON,INTERNET,FASIMILI",19/07/2022,PEMB PULSA HP KEPESERTAAN,62000
612412101/BIAYA JAMUAN KANTOR,25/06/2022,JAMUAN INTERNAL PARCEL BUAH (KARY COVID),350000
612412101/BIAYA JAMUAN KANTOR,28/06/2022,JAMUAN INTERNAL,60000
612412101/BIAYA JAMUAN KANTOR,19/07/2022,JAMUAN INTERNAL,60000
612412101/BIAYA JAMUAN KANTOR,21/07/2022,JAMUAN INTERNAL PARCEL BUAH (KARY COVID),250000
612412101/BIAYA JAMUAN KANTOR,21/07/2022,JAMUAN INTERNAL ,117500
612412101/BIAYA JAMUAN KANTOR,21/07/2022,JAMUAN INTERNAL,570600
612412101/BIAYA JAMUAN KANTOR,24/07/2022,JAMUAN INTERNAL,140000
612415103/RETRIBUSI & KEBERSIHAN,01/07/2022,RETRIBUSI KEBERSIHAN KANTOR UNIT LAYANAN DEPOK BULAN JULI 2022,150000
612415103/RETRIBUSI & KEBERSIHAN,08/07/2022,RETRIBUSI KEBERSIHAN RUMAH DINAS UNIT DEPOK BULAN JULI-SEPTEMBER 2022,1140000
612415103/RETRIBUSI & KEBERSIHAN,08/07/2022,DANA BANTUAN SOSIAL BULAN JULI 2022,100000
612415103/RETRIBUSI & KEBERSIHAN,13/07/2022,RETRIBUSI KEBERSIHAN RUMAH DINAS KC BOGOR BULAN JUNI 2022,300000
612415103/RETRIBUSI & KEBERSIHAN,15/07/2022,RETRIBUSI KEBERSIHAN KANTOR KC BOGOR BULAN JULI 2022,300000
612203106/BBN DATA LYN PESERTA,12/07/2022,PEMB JAMUAN PESERTA ( AQUA GELAS ),500000
612208201/PEM SOFTWARE & HARDWARE,18/07/2022,PEMB WEBCAM PC KANTOR ,394000
612408103/PEMELIHARAAN/PERBAIKAN KENDARAAAN,06/07/2022,PEMB PENGHARUM & SHAMPO MOBIL DINAS KANTOR,244200
612408103/PEMELIHARAAN/PERBAIKAN KENDARAAAN,18/07/2022,"PEMB OLI MPX 0,8 L MOTOR DINAS ",52000
612408103/PEMELIHARAAN/PERBAIKAN KENDARAAAN,18/07/2022,JASA SERVICE MOTOR DINAS ,73000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,25/07/2022,CETAK ROLLUP BANNER PUBILKASI MEDIA LUAR RUANG PEMDA & INSTANSI WILAYAH KERJA TASPEN BOGOR,1300000
"612414101/BBM,TOL,PARKIR",04/08/2022,TOL MOBIL DINAS  ,14000
"612414101/BBM,TOL,PARKIR",04/08/2022,TOL MOBIL DINAS  ,7000
"612414101/BBM,TOL,PARKIR",04/08/2022,TOL MOBIL DINAS  ,7000
"612414101/BBM,TOL,PARKIR",04/08/2022,TOL MOBIL DINAS  ,7000
"612414101/BBM,TOL,PARKIR",04/08/2022,TOL MOBIL DINAS  ,5500
"612414101/BBM,TOL,PARKIR",04/08/2022,TOL MOBIL DINAS  ,5500
"612414101/BBM,TOL,PARKIR",04/08/2022,TOL MOBIL DINAS  ,21000
"612414101/BBM,TOL,PARKIR",08/08/2022,BBM MOTOR DINAS,20000
"612403101/TELPON,INTERNET,FASIMILI",04/08/2022,PULSA AO BULAN AGUSTUS 2022 KC BOGOR,250000
"612403101/TELPON,INTERNET,FASIMILI",04/08/2022,PULSA AO BULAN AGUSTUS 2022 UNIT LAYANAN DEPOK,250000
"612403101/TELPON,INTERNET,FASIMILI",06/08/2022,PEMB TOKEN LISTRIK RUMAH DINAS UNIT LAYANAN DEPOK,100000
"612403101/TELPON,INTERNET,FASIMILI",06/08/2022,BIAYA ADMINISTRASI,2750
612415103/RETRIBUSI & KEBERSIHAN,02/08/2022,BIAYA BANTUAN DANA PERINGATAN HUT RI KE 77 RT 01 RW 03 KELURAHAN BANTARJATI KOTA BOGOR,400000
612415103/RETRIBUSI & KEBERSIHAN,03/08/2022,RETRIBUSI KEBERSIHAN RUMAH DINAS KC BOGOR BULAN JULI 2022,300000
612415103/RETRIBUSI & KEBERSIHAN,04/08/2022,DANA BANTUAN KEGIATAN SOSIAL BULAN AGUSTUS 2022,100000
612413102/BEBAN PERAYAAN,28/07/2022,CETAK BANNER AKHLAK,1800000
612413102/BEBAN PERAYAAN,01/08/2022,CETAK BANNER HUT RI KE 77 UNIT LAYANAN DEPOK,360000
612413102/BEBAN PERAYAAN,01/08/2022,CETAK BANNER HUT RI KE 77 KC BOGOR,420000
612401102/BEBAN FOTOCOPY,02/08/2022,JILID LAMINATING LAPORAN KEUANGAN PKBL BULAN JULI 2022,32000
612203106/BIAYA LAYANAN PESERTA,22/07/2022,PEMB JAMUAN PESERTA ( PERMEN ) UNIT LAYANAN DEPOK,43400
612203106/BIAYA LAYANAN PESERTA,01/08/2022,PEMB JAMUAN PESERTA (PERMEN) KC BOGOR,79000
612203106/BIAYA LAYANAN PESERTA,08/08/2022,PEMB JAMUAN PESERTA (AQUA GELAS) KC BOGOR & UNIT LAYANAN DEPOK,800000
612403103/BBN RMH TANGGA,22/07/2022,PEMB GELAS PLASTIK UNIT LAYANAN DEPOK,50000
612412101/BIAYA JAMUAN KANTOR,28/06/2022,JAMUAN INTERNAL,64000
612412101/BIAYA JAMUAN KANTOR,06/07/2022,JAMUAN INTERNAL R. RAPAT,65000
612412101/BIAYA JAMUAN KANTOR,05/07/2022,JAMUAN INTERNAL,150000
612412101/BIAYA JAMUAN KANTOR,07/07/2022,JAMUAN INTERNAL,170000
612412101/BIAYA JAMUAN KANTOR,12/07/2022,JAMUAN INTERNAL,88000
612412101/BIAYA JAMUAN KANTOR,13/07/2022,JAMUAN INTERNAL,245000
612412101/BIAYA JAMUAN KANTOR,15/07/2022,JAMUAN INTERNAL,100000
612412101/BIAYA JAMUAN KANTOR,19/07/2022,JAMUAN INTERNAL,100000
612412101/BIAYA JAMUAN KANTOR,20/07/2022,JAMUAN INTERNAL,100000
612412101/BIAYA JAMUAN KANTOR,26/07/2022,JAMUAN INTERNAL,100000
612412101/BIAYA JAMUAN KANTOR,27/07/2022,JAMUAN INTERNAL,150000
612412101/BIAYA JAMUAN KANTOR,01/08/2022,JAMUAN INTERNAL,200000
612412101/BIAYA JAMUAN KANTOR,01/08/2022,JAMUAN INTERNAL,105000
612412101/BIAYA JAMUAN KANTOR,02/08/2022,JAMUAN INTERNAL,208000
612412101/BIAYA JAMUAN KANTOR,04/08/2022,JAMUAN INTERNAL,289500
612412101/BIAYA JAMUAN KANTOR,08/08/2022,JAMUAN INTERNAL,196000
612408101/BBN PEM KTR,29/08/2022,PEMB ALAT KEBERSIHAN KANTOR ,1325000
612408101/BBN PEM KTR,29/08/2022,PEMB OBAT-OBATAN KEBERSIHAN KANTOR,1584000
"612414101/BBM,TOL,PARKIR",29/08/2022,BBM MOTOR DINAS,20000
"612414101/BBM,TOL,PARKIR",31/08/2022,BBM MOBIL DINAS,400000
"612414101/BBM,TOL,PARKIR",31/08/2022,BBM MOBIL DINAS,350000
"612414101/BBM,TOL,PARKIR",29/08/2022,TOL MOBIL DINAS ,14000
"612414101/BBM,TOL,PARKIR",29/08/2022,PARKIR MOBIL DINAS  ,3000
"612414101/BBM,TOL,PARKIR",30/08/2022,TOL MOBIL DINAS  ,14000
"612414101/BBM,TOL,PARKIR",30/08/2022,PARKIR MOBIL DINAS  ,6500
612403103/BBN RMH TANGGA,29/08/2022,"KOPI,GULA,TEH",519300
612403103/BBN RMH TANGGA,30/08/2022,PENGGANTIAN KUNCI LEMARI DOSIR TJSL,20000
612403103/BBN RMH TANGGA,18/08/2022,PEMBL ISI ULANG AQUA GALON AIR MINUM KARYAWAN,339150
612403103/BBN RMH TANGGA,15/08/2022,PEMBL MATERAI,500000
612403103/BBN RMH TANGGA,25/08/2022,PEMBL ISI ULANG AQUA GALON AIR MINUM KARYAWAN,193800
612412101/BIAYA JAMUAN KANTOR,12/08/2022,JAMUAN EKSTERNAL,178000
612412101/BIAYA JAMUAN KANTOR,31/08/2022,JAMUAN INTERNAL,935000
612204101/BIAYA CEK KLIM,30/08/2022,JAMUAN KEG EVALUASI MITRA BAYAR,748000
612408103/PEMELIHARAAN/PERBAIKAN KENDARAAAN,29/08/2022,PEMB PENGHARUM & SHAMPO MOBIL DINAS KANTOR,364400
612201102/BIAYA PUBLIKASI & DOKUMENTASI,18/08/2022,CETAK ROLLUP BANNER PUBILKASI MEDIA LUAR RUANG PEMDA & INSTANSI WILAYAH KERJA TASPEN BOGOR,1150000
"612403101/TELPON,INTERNET,FASIMILI",15/08/2022,PEMB PULSA HP OPERASIONAL LAYANAN,62000
612415103/RETRIBUSI & KEBERSIHAN,18/08/2022,RETRIBUSI KEBERSIHAN KANTOR KC BOGOR BULAN AGUSTUS 2022,300000
612203106/BIAYA LAYANAN PESERTA,18/08/2022,PEMB JAMUAN PESERTA (PERMEN TASPEN),54200
612203106/BIAYA LAYANAN PESERTA,19/08/2022,PEMB JAMUAN PESERTA ( AQUA GELAS ) UNIT LAY.DEPOK,155000
612401102/BEBAN FOTOCOPY,29/08/2022,JILID LAMINATING BUKU CEK TJSL,14000
612401102/BEBAN FOTOCOPY,31/08/2022,PRINT A3 PENGUMUMAN UJI COBA SPP KLAIM MEDIA DIGITAL,39000
612408101/BBN PEM KTR,30/08/2022,PEMB ALAT KEBERSIHAN KANTOR UNIT LAY.DEPOK,75000
612408101/BBN PEM KTR,02/09/2022,PEMBELIAN OLI MESIN PEMOTONG RUMPUT,30000
612408101/BBN PEM KTR,02/09/2022,PEMBELIAN BUSI MESIN PEMOTONG RUMPUT,70000
612403103/BBN RMH TANGGA,02/09/2022,PEMBL AQUA GALON AIR MINUM KARYAWAN,209950
"612414101/BBM,TOL,PARKIR",01/09/2022,BBM MOBIL DINAS,350000
"612414101/BBM,TOL,PARKIR",02/09/2022,BBM MOBIL DINAS,350000
"612414101/BBM,TOL,PARKIR",01/09/2022,BBM MOBIL DINAS,350000
"612414101/BBM,TOL,PARKIR",29/08/2022,BBM MOTOR DINAS ,25000
"612414101/BBM,TOL,PARKIR",29/08/2022,BBM GENSET KANTOR UNIT DEPOK,700000
612203106/BEBAN LAY PESERTA,05/09/2022,BBM MOTAS ,400000
612401102/BEBAN FOTOCOPY,02/09/2022,JILID & LAMINATING LAPORAN PKBL AGUSTUS 2022 KC BOGOR,16000
612401102/BEBAN FOTOCOPY,05/09/2022,JILID & LAMINATING LAPORAN KEUANGAN BULAN JULI & AGUSTUS 2022 KC BOGOR DAN UNIT LAYANAN DEPOK,154000
612415103/RETRIBUSI & KEBERSIHAN,06/09/2022,RETRIBUSI KEBERSIHAN KANTOR KC BOGOR BULAN SEPTEMBER 2022,300000
612415103/RETRIBUSI & KEBERSIHAN,01/09/2022,PEMBY. DANA BANTUAN SOSIAL BULAN SEPTEMBER 2022,100000
612412101/BIAYA JAMUAN KANTOR,05/09/2022,JAMUAN INTERNAL ,60000
612412101/BIAYA JAMUAN KANTOR,16/08/2022,JAMUAN EKSTERNAL (KEGIATAN TASPEN PRENEUR),1687250
612408101/BBN PEM KTR,08/09/2022,PEMB PUPUK TANAMAN HALAMAN GEDUNG KANTOR,455000
